sla_address_id,resident_workers,residential_students,total_population
41432,76,90,101
41287,62,89,110
38151,61,74,99
46028,76,76,104
45392,74,76,106
41310,8,9,9
37385,65,73,101
38724,324,368,492
44599,69,79,109
47028,62,80,100
42654,76,79,108
41523,325,372,502
41406,55,73,95
45651,70,70,97
43980,79,81,112
39070,63,76,99
42122,60,73,97
45550,56,69,95
48902,82,71,103
41169,66,80,102
43969,78,85,113
37225,58,69,95
45634,75,83,104
43765,61,71,90
39990,82,83,110
41562,6,8,9
47275,60,73,99
42517,9,12,14
39850,62,74,106
46022,69,86,111
39996,66,79,106
36511,71,74,95
42376,59,69,92
39970,74,72,108
39522,56,77,99
48258,78,70,110
44003,78,77,107
37671,80,82,120
49134,11,8,16
43960,63,75,93
41121,64,78,98
49180,65,79,104
38109,59,70,94
39101,65,77,97
48524,16,13,23
45325,9,10,18
47555,74,83,102
43986,74,72,108
48897,75,87,104
44474,70,77,100
41294,70,76,106
37666,10,13,16
42012,71,79,105
42134,10,14,16
42396,5,6,13
36331,66,70,94
45179,55,77,103
45171,80,72,108
39097,69,80,105
43038,82,77,110
35988,61,71,96
39389,73,75,106
48661,61,70,99
41557,61,80,99
49514,76,87,109
42632,68,78,108
40582,64,78,101
41759,64,80,94
40428,69,82,101
39681,344,385,511
47356,65,79,97
48790,64,79,91
40757,69,85,101
39376,351,395,520
45562,11,12,19
47820,67,71,111
34891,55,80,93
40473,69,68,101
49023,9,11,15
38143,85,90,118
47347,63,73,92
38869,9,7,12
45310,58,76,91
49364,75,90,103
43601,64,64,99
40610,74,81,103
39678,70,78,102
49015,11,17,18
44735,66,83,103
41545,76,80,103
40879,61,75,102
37026,82,90,109
48655,14,13,16
45640,62,73,99
42493,74,64,106
39671,5,6,8
43151,72,81,105
45407,60,83,99
45999,11,8,16
39841,75,77,106
46298,5,6,9
39102,64,86,98
48957,14,12,19
49384,63,88,105
45070,8,11,15
46552,352,392,514
37028,75,72,101
38739,11,12,12
42393,65,75,103
40714,60,77,96
41549,81,88,105
37788,64,78,100
45178,74,66,99
47125,78,80,102
38108,73,83,106
37951,74,75,108
37827,68,76,101
47351,69,78,103
42913,63,76,102
38694,67,76,98
38900,68,75,91
38311,73,90,110
43122,62,79,103
47830,73,77,105
38685,76,81,106
37233,363,392,518
43743,66,82,95
42254,73,79,107
34347,67,88,100
47463,68,78,106
38342,61,83,105
43849,64,81,102
41195,65,73,97
38520,80,93,107
48120,78,86,113
45515,74,88,107
47239,61,76,103
41159,56,73,94
42515,78,80,117
49593,6,8,11
39962,342,387,509
44224,10,14,14
41282,73,80,106
44263,70,78,105
46924,73,73,111
43517,79,74,109
37950,65,72,97
45064,60,84,97
44959,70,89,107
41554,77,79,105
44721,78,77,107
38170,64,86,104
39495,318,366,501
46308,63,76,102
47046,69,79,95
47266,329,363,501
38902,318,379,482
42914,71,83,102
39204,81,88,114
35426,69,78,103
39358,340,407,506
37956,60,75,92
49640,13,14,17
35800,72,78,113
39546,71,82,107
36165,61,71,100
44214,336,390,503
38293,59,72,87
47045,71,76,101
49552,75,90,104
35432,335,362,503
42609,74,74,110
40299,63,85,99
47035,78,92,108
45883,83,82,115
43376,11,14,17
40619,73,83,100
43973,67,79,107
35623,17,15,20
49368,58,79,95
44476,76,78,112
41783,77,71,106
47710,73,81,98
41649,60,77,100
38875,78,87,108
39985,333,387,498
44002,16,18,19
42400,64,69,99
47230,82,99,119
48844,15,17,20
47151,73,80,106
42270,73,86,105
42869,14,16,21
48931,10,13,16
38913,80,81,108
38537,68,77,100
47842,69,80,101
46548,70,84,110
42237,66,82,104
41542,16,13,21
46564,350,400,503
46181,69,72,100
45409,67,83,104
47335,63,79,101
43367,64,84,106
39191,19,19,24
38922,63,75,101
35067,68,74,97
36693,337,394,493
43156,69,78,97
44250,58,78,98
48198,66,76,100
40886,77,87,109
40419,59,80,101
43624,63,70,101
47963,73,74,100
39264,58,71,98
41030,78,61,106
47642,62,75,98
44106,79,82,111
44715,13,14,19
39711,74,83,100
49677,63,71,92
49103,13,15,18
35803,356,421,512
34888,81,97,117
38487,329,390,510
38491,61,66,97
45882,59,76,95
37814,68,82,102
42650,74,81,103
40309,72,88,103
45877,55,77,94
49716,11,13,17
44473,67,74,95
35990,71,78,95
42252,74,77,110
49588,64,69,98
40019,62,71,96
41516,67,73,90
44824,56,67,99
36523,76,77,107
41280,64,73,98
46682,81,82,111
49285,9,11,16
45904,78,78,108
44602,83,93,115
42782,64,73,101
47887,77,80,103
39945,10,13,14
37675,335,372,504
42876,63,79,102
38548,86,85,115
38897,316,382,513
44600,79,84,108
48301,70,81,110
41511,11,14,17
49427,63,76,101
39268,65,77,102
47138,82,81,108
48252,84,89,115
41148,71,81,106
42142,79,80,101
43043,59,63,95
43296,78,90,115
43007,83,86,118
42389,64,88,107
36838,12,14,19
49157,73,72,111
46680,69,75,103
43602,74,86,99
40115,67,79,105
41919,69,81,109
42011,74,84,109
38146,67,74,97
42384,78,80,102
45211,11,13,14
35980,86,80,106
41017,74,85,105
49379,23,13,29
47338,68,79,103
49700,82,83,115
43975,81,84,104
35792,61,80,94
34887,62,83,100
44695,364,379,509
42894,60,80,98
42359,57,71,92
46419,81,83,110
37539,63,78,105
46769,16,15,18
37078,72,81,105
46923,64,82,96
47378,79,81,115
49549,72,81,105
38927,69,73,104
37952,62,81,100
44583,78,83,104
43884,66,73,101
42623,68,77,105
41902,70,72,100
43150,66,72,100
39668,71,68,106
40098,63,75,95
38329,67,70,101
49622,66,80,99
44611,74,76,105
49328,62,75,100
46018,71,78,103
49458,13,17,20
48795,78,71,111
48549,66,82,95
47715,76,96,107
48560,9,12,17
40262,66,70,100
43763,63,74,95
35068,63,77,105
37522,69,93,110
38477,74,75,107
38288,75,82,107
48686,69,77,100
48941,67,88,106
38519,63,72,95
47154,66,80,102
48293,14,14,17
43492,64,75,101
41182,74,81,105
47777,82,92,113
43996,75,76,105
45553,70,71,102
39839,67,81,98
41900,58,69,94
41284,72,87,106
38856,62,87,98
42156,65,80,102
41299,84,85,110
41016,59,75,90
34717,71,68,98
39548,72,79,106
37544,71,81,97
44717,63,77,95
41303,76,78,100
49343,60,76,93
44955,65,83,108
40261,74,72,105
45867,69,74,109
40021,66,82,100
48259,66,74,109
47013,58,89,98
48075,66,71,98
38693,70,80,100
42151,80,79,116
48197,66,79,99
40912,79,86,114
36699,64,71,97
43039,72,82,108
49308,10,8,18
48485,13,15,17
39506,65,65,95
40911,65,72,98
39967,67,83,98
49525,69,72,103
49035,66,73,99
45309,69,83,96
37812,66,71,96
38534,13,12,17
43284,76,91,107
47906,72,80,112
38320,74,80,107
42534,73,81,108
47450,59,75,94
48548,82,84,107
41286,63,78,99
37224,81,95,110
46153,80,85,106
42021,65,76,99
36687,77,78,111
46014,73,84,104
44121,66,80,102
47234,68,90,102
35982,85,88,111
49256,60,71,97
49007,62,84,104
40608,72,76,110
42662,59,77,98
38689,8,9,9
43963,79,80,107
48187,76,67,113
45878,70,84,106
48814,68,86,99
39808,345,390,505
46310,72,80,99
46423,79,85,109
49116,59,76,94
39496,344,383,500
48623,13,9,16
47133,78,78,114
43262,74,74,108
47545,75,74,110
48415,13,9,16
43971,59,72,100
43022,72,80,95
36863,8,12,15
37808,65,81,97
45396,15,16,23
41551,77,87,102
38107,61,81,104
47257,66,76,99
45292,67,72,94
42019,67,86,99
48145,77,75,106
39534,64,83,103
40001,72,76,105
41637,12,14,18
41555,63,70,97
43500,76,81,105
45403,68,74,97
47835,79,86,109
39837,65,73,110
48895,9,15,16
40288,69,82,112
38163,58,71,90
48887,12,13,15
39536,70,78,107
41646,68,78,105
43742,64,70,103
42502,70,78,98
49142,9,7,13
40688,9,12,14
49042,69,78,105
38736,61,80,97
38719,74,84,102
40623,71,73,103
48967,78,93,111
33629,75,83,101
44825,61,72,96
39235,66,74,101
43170,77,75,106
47376,66,86,100
46306,74,81,104
49075,334,397,512
42509,10,13,17
46654,75,80,109
45289,11,15,18
39976,68,77,108
36166,78,73,107
47258,78,83,113
38344,62,81,95
42893,59,83,99
42003,76,81,107
42110,307,365,465
46027,72,76,98
45436,69,81,109
47763,85,80,109
45531,353,389,521
39523,67,86,97
45180,74,80,106
38858,87,82,118
40455,72,83,99
49781,64,82,100
44088,59,84,96
38726,65,85,100
40729,58,77,98
49586,13,15,17
43124,8,13,14
48094,77,78,115
34528,75,81,110
43026,79,85,111
49022,10,10,17
43171,68,77,98
38353,70,75,104
41767,9,10,15
47027,10,17,19
48448,9,13,17
48939,69,76,94
44596,68,80,101
43626,72,85,100
47822,66,76,88
48303,68,75,103
38874,90,82,114
37673,10,11,16
46884,21,19,24
43011,67,77,101
42787,61,79,98
46691,67,74,100
47572,67,81,96
38881,71,81,102
38116,78,90,109
48302,61,71,96
39197,65,81,99
40142,65,80,99
37817,67,85,104
41769,67,74,96
49498,83,90,110
48993,73,78,103
41177,62,80,100
37227,64,75,99
42482,64,70,104
45750,54,72,95
48922,15,8,18
47246,57,73,90
40461,63,65,97
38112,66,77,100
39085,57,75,96
39021,75,79,104
39366,68,67,101
47846,11,17,17
47765,8,15,16
47575,58,72,100
37977,78,80,102
37069,69,81,99
48178,70,75,99
49101,5,5,9
43866,76,88,103
48567,75,88,106
41418,71,81,110
43953,79,78,108
43838,65,75,98
49724,72,88,101
39084,65,75,100
39862,72,81,100
42657,60,75,94
49582,68,74,104
44704,60,75,102
38684,77,81,107
48175,15,10,15
39228,73,86,109
45872,65,65,98
40726,73,76,104
41307,65,80,98
46016,75,81,104
40282,7,8,11
42770,64,77,97
44093,70,76,101
41669,79,82,101
48013,9,12,16
47119,12,14,20
44951,74,73,101
38136,74,79,113
42658,72,83,100
41678,71,79,98
42233,71,88,106
47040,74,91,104
46698,58,63,96
42529,69,68,101
44484,68,78,104
40585,67,85,101
48685,8,10,12
49647,16,14,21
34523,80,89,104
47042,67,71,99
47139,80,81,108
48899,72,73,96
42503,74,77,110
43988,14,12,21
43748,62,76,101
48076,9,10,17
44254,74,84,108
43017,67,83,108
49680,69,71,108
47371,64,72,95
48903,74,79,108
47147,348,371,499
41515,329,376,500
48188,70,80,101
35421,63,71,102
46272,14,8,20
39812,75,76,105
46790,13,8,16
41908,71,90,108
49626,78,91,110
44461,63,81,105
42261,61,79,94
39844,71,83,100
46779,68,70,98
44261,11,8,18
34699,66,72,103
34710,78,75,103
48974,5,4,8
46418,71,74,104
42626,62,74,98
41996,347,386,509
49666,69,80,103
42656,88,84,109
39207,344,385,513
44831,72,69,104
47716,67,71,101
47922,65,75,101
49262,75,82,95
42025,76,85,110
44232,75,85,107
44601,67,74,117
44734,77,78,108
39819,81,81,112
47341,75,83,110
42004,76,77,110
39822,68,68,105
41417,66,80,102
38698,73,79,106
36849,9,13,17
48462,71,77,108
42785,78,75,109
41404,84,85,107
38489,67,80,98
41051,73,78,104
47632,70,77,99
49660,7,10,12
49257,61,76,96
40542,72,70,101
36890,334,385,505
49386,68,70,108
36879,72,83,108
40985,15,12,21
37793,70,73,103
43510,355,404,518
38167,71,75,103
46681,67,88,109
38528,62,84,100
46439,68,72,98
46415,79,82,105
47841,70,86,108
42477,61,73,97
44854,76,97,107
39964,77,71,102
41172,71,74,106
47696,7,8,10
47978,74,77,108
38909,74,78,105
39833,16,11,22
43155,76,82,108
40867,5,6,8
38105,10,5,14
41757,87,73,116
35072,72,73,103
48583,86,82,110
41176,67,79,102
39032,63,72,97
45887,60,75,101
41994,327,374,499
44479,63,68,101
39205,74,86,107
39687,65,80,97
49271,8,12,15
46411,83,75,108
35607,69,84,113
46676,357,405,528
37547,60,80,104
48992,10,12,15
37029,72,71,112
48746,71,73,104
41413,64,73,103
49018,67,90,101
47565,67,86,105
48579,77,81,107
48461,5,3,10
39025,65,70,104
42145,70,83,108
45755,73,82,107
38868,76,79,109
42272,67,75,105
33445,346,391,514
41038,67,78,108
37799,72,84,104
36332,87,89,111
47984,67,76,106
39054,48,79,87
38929,81,76,116
46430,64,75,106
42730,67,68,100
41297,68,72,102
42908,71,82,109
42148,69,79,107
48703,56,83,93
47919,71,65,105
45895,70,81,104
35611,8,10,14
39979,69,76,99
42275,69,74,94
36521,61,73,99
46146,61,67,94
41173,64,82,109
40443,65,73,101
39984,73,76,101
44722,73,77,109
47780,71,74,100
48174,16,13,20
40294,81,82,115
43623,74,80,101
46178,58,74,101
38532,333,391,504
47233,72,83,105
35251,63,72,93
37962,62,72,109
43264,67,82,102
48889,15,15,18
46277,72,70,97
43127,77,80,104
43759,69,88,107
41882,74,71,104
40541,60,80,100
46774,58,72,94
46783,76,78,108
43493,54,66,92
43014,83,93,112
49587,14,5,19
40474,75,77,106
49071,72,74,110
47460,64,83,109
42028,69,78,106
49612,320,376,494
42491,81,86,112
49641,4,8,10
49523,75,81,103
38297,63,78,98
48925,14,13,18
43878,62,74,97
40750,73,81,111
42762,71,79,109
37395,82,73,109
39045,68,80,101
45757,72,83,116
49087,15,8,18
47977,62,81,99
39960,328,376,511
40301,64,72,94
42280,65,73,97
44259,12,10,16
44364,5,5,8
39206,62,75,96
44078,72,69,103
43372,55,71,99
43617,58,74,94
39969,62,67,104
47047,72,79,110
41400,63,72,107
43746,67,76,96
40454,64,67,100
34358,67,67,95
38137,57,73,93
38341,66,82,101
48630,11,12,16
40909,72,76,106
43883,73,78,107
45296,52,72,91
46292,80,85,110
36512,82,82,107
42154,67,76,96
49096,6,9,14
40012,58,70,89
45639,68,89,102
38677,75,79,112
41677,70,72,106
40442,58,73,103
42018,61,74,103
49182,16,16,19
42512,81,81,111
46914,66,72,103
49272,10,11,16
44366,70,76,102
47697,12,11,16
44241,73,82,102
49374,7,7,15
40447,59,81,101
42917,63,74,100
48405,9,12,14
49278,70,72,107
43175,81,72,114
40835,69,77,108
42262,78,73,119
45650,61,73,101
44125,15,14,18
38531,73,70,101
40717,58,72,97
41537,68,74,99
47157,58,81,102
48176,8,10,15
45165,74,76,105
38861,70,69,98
40747,68,65,104
40310,70,86,114
38674,64,79,106
47770,68,75,106
44204,71,68,104
44118,77,69,105
41532,9,10,13
42737,10,16,21
46796,10,12,15
48909,11,13,17
48711,9,15,18
40573,74,76,100
36329,10,10,13
39049,11,12,16
42760,82,85,119
46284,61,72,91
41673,71,89,107
48543,13,12,22
42022,71,78,109
44738,80,75,111
39705,80,81,103
49722,83,87,110
41403,69,86,101
38339,57,80,98
39246,59,65,95
41416,74,89,111
35417,62,68,97
45636,58,84,101
35074,71,75,100
37683,63,75,104
46280,69,77,109
42032,67,77,107
45169,70,84,111
49702,71,72,94
37240,52,68,87
48788,15,11,21
41918,67,75,100
34890,69,81,99
36868,76,74,106
40725,84,80,106
35257,60,75,106
39547,80,67,118
39072,350,377,504
43290,63,64,98
41643,73,64,108
42625,73,85,104
39368,59,74,98
41309,71,76,99
49440,5,12,14
49206,77,77,108
44591,8,7,9
44814,62,72,93
39348,8,10,13
46901,74,69,108
47459,72,84,105
45648,10,12,14
40422,74,77,104
44732,63,84,112
43280,68,77,108
38543,77,78,104
38541,70,71,101
49565,58,74,103
48132,6,6,13
42138,64,79,94
39656,54,67,96
39676,74,95,112
47272,70,84,108
47336,67,85,106
37979,73,76,100
43380,71,87,108
39852,71,72,102
49293,70,73,109
43276,70,72,105
44969,65,70,96
49295,55,64,99
38521,69,70,112
48756,76,78,107
47348,68,74,97
41156,76,81,109
40145,74,76,124
43612,56,74,91
43142,83,98,118
38725,69,80,102
43387,80,83,108
48801,62,77,99
38903,80,81,106
37541,53,77,96
35422,70,76,110
41259,66,67,101
37947,66,71,91
47768,67,66,105
48837,78,73,107
38144,69,77,106
46270,10,11,15
34181,71,83,106
42655,72,80,108
49009,64,85,99
43968,77,75,113
49540,7,4,11
39103,65,73,98
34524,66,81,107
47712,70,75,101
49038,13,14,17
47020,14,13,21
44867,70,79,110
39677,70,66,112
46670,9,5,12
41645,71,80,100
46805,56,66,98
39227,71,73,113
48808,9,6,14
41155,68,79,108
44342,65,77,101
40311,63,73,99
42150,70,74,112
47771,10,13,15
42530,75,81,107
34010,61,63,85
39680,77,78,116
45545,55,68,90
41921,66,80,99
40024,78,70,118
39686,69,73,100
38715,66,88,107
40861,75,77,103
36694,64,75,104
44706,63,76,103
44612,60,75,96
40245,81,76,118
49114,62,83,97
43135,65,68,94
43756,67,82,106
40751,64,74,99
42381,81,85,107
41313,84,75,109
39493,72,67,107
39974,62,76,97
48701,7,8,11
39244,81,86,109
48074,12,10,20
38737,67,81,109
46568,342,373,516
37500,60,84,101
38743,85,84,115
43378,63,74,89
42738,14,13,23
39067,80,82,105
46770,14,15,22
49249,11,12,16
42879,64,77,102
45066,76,74,102
43632,61,78,97
45301,62,66,102
44248,64,76,104
45894,60,78,93
35258,68,77,104
35244,65,77,101
49199,7,13,15
35075,70,78,105
41293,70,86,106
43879,85,85,117
37216,10,15,18
48732,63,81,103
44740,79,79,109
41123,71,75,100
46910,12,12,17
40276,73,73,99
49605,70,77,106
49422,75,86,111
43016,67,88,115
40590,66,78,94
37359,61,80,100
38849,73,81,99
37239,66,82,100
35416,11,11,19
40896,78,85,107
39229,71,75,105
41647,76,84,102
47982,82,80,106
48864,68,70,102
48775,13,13,17
47340,74,100,117
48935,64,84,104
37391,83,86,109
43407,65,72,114
41519,75,72,102
43046,82,80,116
46010,64,71,101
40411,67,73,95
39535,73,73,98
49305,75,83,111
38898,70,83,112
47355,72,80,106
39215,84,89,113
43044,83,75,112
42897,79,72,106
39193,83,78,106
41151,71,81,101
49029,74,87,114
49094,15,16,18
47837,18,13,21
41010,68,82,98
39242,62,76,103
45411,67,83,104
36326,10,11,18
42631,63,73,93
47159,77,83,105
41752,59,73,97
48631,14,14,19
38928,67,70,92
36493,69,74,103
37961,75,89,103
41659,70,77,102
44614,70,79,101
34893,56,64,101
41772,14,15,20
49294,72,79,103
39539,77,73,97
39716,73,81,103
37386,63,79,97
41397,77,79,104
39047,55,69,92
39087,59,66,93
44253,64,79,96
46662,13,15,19
43397,12,9,16
44113,66,77,99
49006,78,81,113
36168,77,69,102
36501,15,6,18
37382,68,60,98
42612,69,81,109
36170,85,81,114
42489,8,9,14
47037,68,71,103
40739,68,77,102
39642,84,85,113
37538,73,71,99
44821,77,79,101
45406,67,72,97
42117,69,76,108
49780,70,73,101
40431,79,82,113
49643,74,87,109
38494,67,80,100
41305,65,68,102
47135,84,83,116
47721,60,75,95
49100,12,10,18
40095,7,9,10
34708,83,86,113
37805,77,86,112
48378,73,82,105
39060,64,86,98
37672,66,74,97
37968,58,81,93
38676,59,69,90
43398,71,78,104
36159,13,15,19
47454,62,77,105
41409,6,8,8
38857,70,83,101
40887,83,91,108
39665,81,74,108
49769,58,73,93
47718,74,80,101
48669,14,14,17
48782,58,71,94
40170,72,77,100
38915,65,77,95
45431,62,76,98
44212,76,80,101
41761,80,87,111
39825,72,90,108
44817,70,76,92
47570,84,88,113
47704,65,84,103
35252,73,85,108
47538,74,81,103
47251,8,10,15
45404,7,12,13
41770,15,14,18
47571,66,86,100
47781,74,87,113
39550,77,82,113
42366,63,84,99
48978,86,90,114
38155,82,88,114
49153,79,82,108
49753,10,10,22
37521,62,78,101
43144,66,78,100
44494,10,7,12
39989,65,72,96
40120,336,390,520
39356,69,82,100
42268,79,78,110
36155,8,11,14
48933,68,66,103
43505,74,80,97
46569,75,86,111
40392,64,76,94
49117,69,78,102
44970,74,69,105
48241,83,80,109
37816,60,86,99
42155,70,83,106
40448,60,82,99
45199,76,78,111
41794,55,78,89
49317,67,82,96
47264,69,86,99
41437,69,78,95
43876,67,81,100
48366,62,80,96
40569,65,78,95
44234,66,86,105
40591,72,74,98
44716,85,82,112
43869,76,83,103
48594,6,14,15
46786,75,100,117
41512,15,17,20
34351,12,17,21
44578,61,77,90
42624,67,81,98
42639,59,75,100
49137,8,10,16
48876,13,16,16
39399,69,85,96
46787,68,74,104
45528,68,85,102
39078,65,80,99
44586,4,4,8
43521,75,83,107
37682,60,84,104
47143,68,73,97
44939,60,83,97
44983,74,72,101
49779,53,77,95
38340,52,82,99
35971,9,8,13
37068,74,75,96
40601,65,71,104
41041,68,81,104
48368,7,10,12
42241,8,10,14
36857,8,11,14
48409,9,11,14
47344,6,3,9
35983,343,373,502
39036,59,71,101
45649,76,89,103
49239,70,80,97
46287,79,100,115
38283,78,74,106
39093,78,78,98
47250,7,10,17
49472,57,71,96
40744,63,71,90
43381,70,75,111
47920,73,76,109
42521,83,88,105
44943,69,80,108
49021,13,14,22
38470,71,84,104
37976,75,89,102
49067,67,78,103
49592,69,75,99
44736,73,83,111
38327,67,75,100
39031,72,75,100
45519,11,14,17
41786,61,57,94
42516,68,74,103
47261,68,82,98
38916,73,80,105
37801,80,86,110
43048,70,83,111
38159,76,78,105
39096,72,79,101
47021,78,77,101
44858,79,88,108
37067,70,77,104
44617,59,70,95
37689,63,75,96
47124,10,13,15
43635,74,80,106
35790,19,12,22
40319,75,85,106
44703,64,68,106
40169,69,81,104
48081,71,80,97
46020,65,79,109
48339,77,80,108
46674,52,73,92
49253,68,83,104
49237,13,14,19
47631,9,5,12
48748,73,89,102
35243,76,87,112
44225,20,16,24
39529,20,13,25
47898,18,14,22
47031,59,73,95
43042,74,75,108
49539,12,11,18
42784,72,81,106
47161,74,79,102
46655,12,12,19
43506,61,77,100
49476,67,67,101
39999,66,76,99
41773,64,83,102
37380,71,78,111
37065,68,67,102
49078,10,14,15
40584,75,75,108
41304,77,73,104
46034,62,69,95
39377,61,87,100
38473,62,81,113
44607,62,86,101
40603,74,85,103
41668,78,79,114
44131,14,15,17
48248,13,15,17
40469,68,79,98
39508,81,89,103
40583,69,81,103
37945,74,97,111
48947,16,16,19
46283,69,72,111
46921,64,70,103
45210,14,17,19
39835,66,83,98
40298,69,79,100
35423,74,83,104
39055,71,83,107
45629,9,12,15
36347,65,81,100
43036,69,81,99
47627,12,12,18
40885,72,89,117
41755,82,81,103
42918,82,90,112
44953,65,75,99
44948,77,97,114
41031,82,69,105
34706,75,75,104
48243,8,13,17
48979,13,15,19
42495,81,88,102
47907,72,76,103
41886,65,80,99
45393,77,77,107
38304,67,76,107
48815,55,71,91
37780,329,373,517
47041,71,85,110
40537,11,15,16
42786,70,81,107
40158,70,80,105
38734,72,73,104
43152,66,82,101
40011,67,82,105
47774,66,78,108
46911,76,84,115
38500,61,75,90
49659,9,11,14
47569,64,77,103
48554,7,9,9
42149,65,71,99
44603,66,76,94
37957,64,68,103
44594,57,73,92
46806,61,86,105
46555,73,89,102
39827,74,77,105
36153,13,9,18
39381,64,72,101
41775,63,71,94
37231,58,75,97
40452,66,76,102
49616,73,90,105
49136,13,11,16
38695,65,77,97
48420,64,78,103
42010,8,8,12
39533,69,72,98
35625,9,11,19
36673,14,13,20
37809,68,86,101
38309,76,91,113
36874,69,73,102
42147,66,75,102
49728,6,12,13
49774,72,75,103
43984,73,87,104
48735,73,65,103
39361,64,79,100
47482,63,75,108
44468,4,11,15
40132,67,73,97
38294,67,81,100
43252,74,82,102
40907,60,68,94
38741,67,87,105
